decade,name,year,municipality
1921,"Öberg, Carl Jonas",1859,Domsjö
1921,"Ödström, Petrus",1868,Hammar
1921,"Öhman, Eric Oscar",1886,Sundsvall
1921,"Öhman, Ivar Erik",1868,Malmö
1921,"Öhman, Johan Viktor",1877,
1921,"Öhngren, Henrik Gustaf",1853,Örnsköldsvik
1921,"Örne, Anders Emanuel",1881,Stockholm
1921,"Östberg, Johan",1855,Stockholm
1921,"Östergren, Theodor",1878,Karlskrona
1921,"Östlund, Agda Maria",1870,Stockholm
1931,"ABRAHAMSSON, Erik Rudolf",1873,Österängen
1931,"AHL, Karl Einar",1890,Norrtälje
1931,"ALBERTSSON, Axel Eskil",1880,Tenhult
1931,"ALMQUIST, Helge Knut",1880,Stockholm
1931,"ALSTRÖMER, Carl Thore",1879,Mjörnsjö
1931,"ANDER, Johan August",1869,Hårsbäck
1931,"ANDERBERG, Hugo Rudolf",1892,Vollsjö
1931,"ANDERSSON, Alfred",1886,Munkaljungby
1931,"ANDERSSON, Anders",1871,Markaryd
1931,"ANDERSON, Anders",1874,Råstock
1931,"ANDERSSON, Anders Birger",1878,Falkenberg
1931,"ANDERSON, Axel Ivar",1891,Norrköping
1931,"ANDERSON, Carl Arvid",1887,Storegården
1931,"ANDERSSON, Carl Olov",1888,
1931,"ANDERSSON, Carl Walter",1886,Igelboda
1931,"ANDERSSON, Ebon Maria",1896,
1931,"ANDERSSON, Edoff Emanuel",1892,Stockholm
1931,"ANDERSSON, Einar Sigfrid",1895,Hyssne
1931,"ANDERSSON, Elof Bernhard",1873,Fältenborg
1931,"ANDERSSON, Emil",1876,Prästbol
1931,"ANDERSSON, Gustav Emil",1890,Leabo
1931,"ANDERSSON, Gustaf Henning",1884,Rasjön
1931,"ANDERSON, Gustaf Iwar",1883,Arboga
1931,"ANDERSSON, Gösta Ludvig",1904,Mölndal
1931,"ANDERSSON, Johan Albert",1878,
1931,"ANDERSSON, Henrik",1880,Boda
1931,"ANDERSSON, Herman",1869,Grimbo
1931,"ANDERSSON, Johan Elon",1891,Bollnäs
1931,"ANDERSSON, Johannes Allan",1886,Tungelsta
1931,"ANDERSSON, Jones Erik",1881,Ovanmyra
1931,"ANDERSSON, Karl Abel",1887,Löbbo
1931,"ANDERSSON, Karl Andreas",1875,Djursholm
1931,"ANDERSSON, Karl Bertil",1897,Surahammar
1931,"ANDERSSON, Karl Emil",1869,Eliantorp
1931,"ANDERSSON, Karl Herman",1889,Rixö
1931,"ANDERSSON, Karl Teodor",1882,Katrineholm
1931,"ANDERSSON, Nils Axel",1891,Östersund
1931,"ANDERSSON, Olof",1887,Malmö
1931,"ANDERSSON, Oscar Sigfrid",1889,Torngård
1931,"ANDERSSON, Oskar Emil",1877,Jäger
1931,"ANDERSSON, Oskar Linus",1875,Lindome
1931,"ANDERSSON, Paul Werner",1887,Köpinge
1931,"ANDERSSON, Per",1876,Koldemo
1931,"ANDERSON, Sven Erik",1870,Hägelåkra
1931,"ANDERSSON, Sven Johan",1898,Vigelsbo
1931,"ARNEMARK, Gustaf Emil",1888,Stockholm
1931,"ARONSSON, Anders Rudolf",1885,Vallentuna
1931,"ARONSON, Ernst Karl",1876,Hedemora
1931,"ARVEDSON, Nils",1876,
1931,"ASPLUND, Carl Immanuel",1872,Luleå
1931,"BACK, Johannes",1892,Solna
1931,"BAGGE, Gösta Adolfsson",1882,Stockholm
1931,"BARNEKOW, Kjell Ragnar",1877,Sörbytorp
1931,"BECK, Johan Wilhelm",1881,Bengtstorp
1931,"FRIIS, Carl Sigvard",1886,Harg
1931,"BENGTSSON, Carl Emil",1875,Kullen
1931,"BENGTSSON, Carl Ludvig",1874,
1931,"BENGTSSON, Sven",1866,Norup
1931,"BERG, Ernst Gunnar",1886,
1931,"BERG, Robert Vilhelm",1877,Karlskrona
1931,"BERGGREN, Gustaf",1891,
1931,"BERGLUND, Enar Sigfrid",1888,Strömnäs
1931,"BERGMAN, Johan",1864,Stockholm
1931,"BERGQUIST, Thorwald Erik",1899,
1931,"BERGQVIST, Olof",1862,Luleå
1931,"BERGSTRÖM, David Kristian",1858,Djursholm
1931,"BERGSTRÖM, Karl Anton",1888,Hälsingborg
1931,"BERGSTRÖM, Per Albert",1869,Norrköping
1931,"BERGSTRÖM, Petrus",1881,Bäckland
1931,"BERGVALL, John Helmer",1892,Stockholm
1931,"BERLING, Edwin Bernhard",1881,Hälsingborg
1931,"BIRKE, Gustaf Emanuel",1893,Rönninge
1931,"BISSMARK, Georg Fredrik",1871,Halmstad
1931,"BJURSTRÖM, Theodor Emanuel",1874,Hedemora
1931,"BJÖRCK, Blenda Wilhelmina",1885,
1931,"BJÖRCK, Johan",1881,Borås
1931,"BJÖRCK, Karl Anders",1888,Djursholm
1931,"BJÖRCK, Karl Olof",1879,Kristianstad
1931,"BJÖRK, Nils",1866,Tryde
1931,"BJÖRKLUND, Lars Anton",1881,Hässleholm
1931,"BJÖRKMAN, Gustaf Adolf",1871,Norrköping
1931,"BJÖRKMAN, Per Gustaf",1881,Sunne
1931,"BJÖRLING, Carl Joel",1875,
1931,"BJÖRNBERG, Karl Erie",1872,Uppsala
1931,"BJÖRNSSON, Johan Edvard",1878,Borås
1931,"BLADH, Eric Helgo",1887,Malmö
1931,"BLOMQUIST, Josef Herman",1879,Växjö
1931,"BOBERG, Carl Gustav",1859,Kalmar
1931,"BODIN, Karl Wilhelm",1871,Trangärd
1931,"BODIN, Lars Gunnar",1872,
1931,"BOMAN, Gustaf",1861,Göteborg
1931,"BOMAN, Sven Birger",1895,Avesta
1931,"BONDESON, Lennart",1881,Svalöv
1931,"BORELL, Karl Gustav",1869,
1931,"BORG, Karl August",1866,Upplandsbodarna
1931,"BORGGREN, Lars",1876,Ängelholm
1931,"BRANDT, Erik Gottfrid",1884,Söderby
1931,"BRANTING, Georg",1887,Stockholm
1931,"BRÄDEFORS, Johan Herman",1888,Notviken
1931,"BRÄNNBERG, Carl Magnus",1884,Lysekil
1931,"BRÄNNSTRÖM, Jonas Ludwig",1876,Brännan
1931,"BRÄNNSTRÖM, Nils Anton",1877,Burträsk
1931,"BÄCKLUND, Helge Karl",1880,Falköping
1931,"BECKMAN, Oscar Hugo",1882,Stockholm
1931,"BAECKSTRÖM, Axel Fredrik",1888,Kågedalen
1931,"BÄCKSTRÖM, Helge Mattias",1865,
1931,"BÄCKSTRÖM, Johan Magnus",1876,Teg
1931,"BÄRG, Anders Johan",1870,Katrineholm
1931,"CAAP, Gustaf Torsten",1896,Luleå
1931,"CARLESON, Axel Oskar",1868,Stockholm
1931,"CARLSSON, Carl August",1873,Gävle
1931,"CARLSSON, Karl Sigurd",1870,Solberga
1931,"CARLSSON, Olof",1872,Stockholm
1931,"CARLSTRÖM, Carl Fredrik",1882,
1931,"CARLSTRÖM, Oscar Ludvig",1879,
1931,"CASENBERG, Arthur Wilhelm",1870,Kasenberg
1931,"CENTERWALL, Frans Gustaf",1887,
1931,"CHRISTENSON, Johan Birger",1875,Södertälje
1931,"HRISTIERNSSON, Nils Henrik",1883,Hälsingborg
1931,"CLEMEDTSON, Jeppe",1885,Hällegård
1931,"COLLEEN, Sven Tycho",1871,Trollhättan
1931,"CRONVALL, Per Axel",1873,
1931,"CRUSE, Carl Sigvard",1891,Stockholm
1931,"DAHLBÄCK, Oscar Fredrik",1886,Jönköping
1931,"DAHLSTRÖM, Carl Herman",1877,
1931,"DALBERG, Erik",1869,Borlänge
1931,"DANIELSSON, August",1876,Mörlanda
1931,"DANIELSSON, Oskar Emanuel",1882,Södertälje
1931,"GEER, Arvid Louis",1884,Hanaskog
1931,"GEER, John Gustaf",1889,
1931,"DOMÖ, Johan Fritiof",1889,
1931,"EDBERG, Per Jonas",1878,Borgsjö
1931,"EGNELL, Erik Wiktor",1872,Locketorp
1931,"EHRNBERG, Gustaf Theodor",1867,Simrishamn
1931,"EKBERG, Ove Johan",1896,Göteborg
1931,"EKBERG, Seve Ellenis",1887,
1931,"EKDAHL, Anders Elver",1888,Nyvång
1931,"EKLUND, Johan Anton",1883,Skultuna
1931,"EKLUND, Maria Elvira",1880,Ösmo
1931,"EKMAN, Carl Gustaf",1872,Stockholm
1931,"EKMAN, Carl Josef",1870,Göteborg
1931,"EKMAN, Johan Fritjof",1888,Stockholm
1931,"EKMAN, Karl Johan",1863,Stocksund
1931,"EKSTRÖMER, Carl Ivar",1880,Klavreström
1931,"ELLIOT, Erik Holger",1887,
1931,"ELMROTH, Arthur Erik",1892,Tierp
1931,"ELOFSSON, Gustaf Sanfrid",1897,
1931,"ELOWSSON, Nils Johan",1890,Kristianstad
1931,"ENGBERG, Jonas Arthur",1888,
1931,"ENGLUND, Erik Adolf",1881,Ådalsliden
1931,"ENGLUND, Ivar Erik",1886,Falun
1931,"ENHÖRNING, Erik August",1860,Kubikenborg
1931,"ERICSSON, Carl Herman",1891,Malmö
1931,"ERICSSON, Carl Hugo",1893,
1931,"ERICSSON, Evald",1883,Sörsjön
1931,"ERICSON, Frans Oscar",1879,Boxholm
1931,"ERICSSON, John August",1907,Kinna
1931,"ERICSSON, Johan Elof",1887,Åtvidaberg
1931,"ERICSON, Karl Oscar",1866,Göberga
1931,"ERIKSSON, Albin",1879,Toftered
1931,"ERIKSSON, Carl Edmund",1881,Ljusdal
1931,"ERIKSSON, Ernst Gustaf",1881,Stockholm
1931,"ERIKSSON, Eskil Fredrik",1900,Sandby
1931,"ERIKSSON, Gustaf Herman",1892,
1931,"ERIKSSON, Jonas Olof",1896,Frägsta
1931,"ERIKSSON, Valirid",1879,Överbyn
1931,"ERLANDER, Tage Fritiof",1901,
1931,"ESKHULT, Ernst Wilhelm",1880,Habo
1931,"FALK, Karl Henrik",1890,Grebo
1931,"FAST, Johan Erik",1883,Nässjö
1931,"FEHR, Martin Nikolaus",1885,Stockholm
1931,"FLYG, Nils Svante",1891,
1931,"FOGELQVIST, Torsten",1880,
1931,"FORSLUND, Johannes Albert",1881,Spånga
1931,"FORSSBERG, Johan Erik",1865,Karlskrona
1931,"FORSSELL, Carl Abraham",1881,Stockholm
1931,"FORSSELL, Carl Arne",1887,Stockholm
1931,"FORSSMAN, Per Hilding",1886,
1931,"FRANKENBERG, John Evert",1900,Norrtälje
1931,"FREDBERG, Gustaf Manfred",1881,Finnerödja
1931,"FRIGGERÅKER, Johan",1872,
1931,"FÄLT, Axel Samuel",1883,Eggby
1931,"GABRIELSSON, Nils Gabriel",1876,Teg
1931,"GARDELL, Arvid Lars",1887,Stenstu
1931,"GARDELL, Petter Theodor",1872,
1931,"GEIJER, Knut Ebbe",1864,Stockholm
1931,"GEZELIUS, Lars Evald",1894,Falun
1931,"GRANATH, Per",1882,Hudiksvall
1931,"GRANSTRÖM, Anders Josef",1866,Vivstavarv
1931,"GRAPENSON, Peter Jöran",1878,Gällivare
1931,"GRÄNEBO, Carl Petrus",1881,
1931,"GUSTAFSON, Arthur Wilhelm",1870,Kasenberg
1931,"GUSTAFSON, Emil August",1887,Vimmerby
1931,"GUSTAFSSON, Frans Edvin",1888,Bogla
1931,"GUSTAFSSON, Johan Aron",1880,
1931,"GUSTAFSON, Johan Fritiof",1889,Domö
1931,"GUSTAFSSON, John",1899,Välsnäs
1931,"GUSTAFSON, Karl Hjalmar",1893,Dädesjö
1931,"GUSTAFSSON, Karl Johan",1862,Stensholm
1931,"GUSTAFSSON, Per Johan",1880,Benestad
1931,"GUSTAFSON, Ruth Valborg",1881,Stockholm
1931,"GUSTAVSON, David Emanuel",1898,
1931,"GUSTAVSON, John Aron",1890,Guntorp
1931,"GYLLENSWÄRD, Ragnar Hugo",1891,
1931,"GÖUNTHER, Christian Ernst",1886,
1931,"GÄRDE, Johannes Natanael",1880,Stockholm
1931,"HAGANDER, Johan Oscar",1896,
1931,"HAGBERG, Erik Rudolf",1891,Malmö
1931,"HAGBERG, Karl Hilding",1899,Luleå
1931,"HAGBERTH, Nils Elof",1885,Klinta
1931,"HAGE, Ernst August",1876,Luleå
1931,"HAGMAN, Emil Oskar",1880,Ulvsunda
1931,"HAGMAN, Josef",1885,Linköping
1931,"HAGSTRÖM, Hans Leonard",1881,Kyrktåsjö
1931,"HALLAGÅRD, Gustav Albert",1887,
1931,"HALLIN, Erik Adolf",1870,
1931,"HALVARSSON, Hjalmar",1880,Hamra
1931,"HAMILTON, Raoul Gustaf",1855,Ovesholm
1931,"HAMMARLUND, Nestor",1888,Errarp
1931,"HAMMARSKJÖLD, Carl Gustav",1865,Stockholm
1931,"HAMMARSKJÖLD, Knut Hjalmar",1862,
1931,"HAMRIN, Felix Teodor",1875,
1931,"HANSSON, Anders",1864,Ravlunda
1931,"HANSSON, Anders Emil",1882,Trollhättan
1931,"HANSSON, Axel Ludvig",1888,Rubbestad
1931,"HANSSON, Erie",1880,Vännäsby
1931,"HANSSON, Frans Einar",1890,Hönö
1931,"HANSSON, Gustav Adolf",1896,Örebro
1931,"HANSSON, Gustav Wilhelm",1878,
1931,"HANSSON, Hans",1893,Stocksäter
1931,"HANSSON, Jacob",1878,Kristianstad
1931,"HANSSON, Per Albin",1885,Ålsten
1931,"HANSSON, Sigfrid",1884,Äppelviken
1931,"HANSSON, Sven Villiam",1898,Svartbyn
1931,"HASSLER, Nils Henrik",1893,Stockholm
1931,"HEDLUND, Paulus Samuel",1878,Häste
1931,"HEDLUND, Verner Vilhelm",1883,Östersund
1931,"HEDVALL, Jakob Julius",1886,Göteborg
1931,"HEIDING, Gustaf Arthur",1883,
1931,"HELAND, Karl Erik",1894,
1931,"HELLBERG, Arvid",1890,Göteborg
1931,"HELLBERG, Karl Mauritz",1859,Karlstad
1931,"HELLQUIST, Carl Gustaf",1896,
1931,"HENNINGS, Betty",1889,Stockholm
1931,"HENRIKSSON, Anders",1870,Vinstorp
1931,"HENRIKSON, Karl Torsten",1906,
1931,"HENRIKSSON, Nils Torsten",1903,Stockholm
1931,"HERLITZ, Nils",1888,Djursholm
1931,"HERMANSSON, Herbert Eugen",1906,
1931,"HERMANSSON, Johan Albert",1885,Norrköping
1931,"HEROU, Johan Viktor",1889,Stålbo
1931,"HESSELGREN, Kerstin",1872,Stockholm
1931,"HEUMAN, Gustaf Emanuel",1892,Jönköping
1931,"HILDEBRAND, Karl Emil",1870,
1931,"HILDING, Anders",1869,Sevalbo
1931,"HILLGÅRD, Karl",1893,Halmstad
1931,"HJALMARSSON, Anton",1882,Malmö
1931,"HOLLERTZ, Sven Peter",1890,Bråta
1931,"HOLM, Gustav Engelbert",1883,
1931,"HOLMBÄCK, Åke Ernst",1889,Uppsala
1931,"HOLMDAHL, Otto Samuel",1881,Stockholm
1931,"HOLMGREN, Björn Frithiofsson",1872,Karlskrona
1931,"HOLMGREN, Israel Fritiofsson",1871,Stockholm
1931,"HOLMSTRÖM, Nils",1884,Gävle
1931,"HOLSTENSON, Allan Fredrik",1878,Alversjö
1931,"HOPPE, Ernst Carl",1887,Motala
1931,"HORN, Leopold Robert",1879,
1931,"HULT, John Gottfrid",1888,
1931,"HULTMAN, Axel Emil",1880,Stenshammar
1931,"HUMLA, Hildur Amalia",1889,Munkfors
1931,"HÄLLGREN, Elof Wendel",1887,Hällevik
1931,"HÄRDIN, Karl Alger",1887,Norrköping
1931,"HÖGLUND, Carl Wilhelm",1868,Göteborg
1931,"HÖRSTADIUS, Nils Wilhelm",1936,
1931,"HÖGSTRÖM, Carl Johan",1880,Sandviken
1931,"ISACSSON, Ola",1885,
1931,"JACOBSSON, Carl Gösta",1895,Mjölby
1931,"JACOBSON, Carl",1878,Rödjan
1931,"JACOBSON, Uddo Rudolv",1886,Vilhelmina
1931,"JANSSON, Carl Petter",1858,Edsbäcken
1931,"JANSSON, Carl Robert",1868,Falun
1931,"JANSON, Stig",1904,Frändesta
1931,"JEPPSSON, Ola",1887,
1931,"JOHANSSON, Anders Johan",1863,Bro
1931,"JOHANSSON, August Wilhelm",1864,Lövholmen
1931,"JOHANSSON, Axel Ludvig",1897,Djursnäs
1931,"JOHANSSON, Carl Johan",1867,
1931,"JOHANSON, Carl Oscar",1870,Huskvarna
1931,"JOHANSSON, Carl Oscar",1875,Sollefteå
1931,"JOHANSSON, Elsa Amalia",1888,
1931,"JOHANSSON, Erik Joel",1891,Öckerö
1931,"JOHANSON, Gustav Albert",1887,Hallagården
1931,"JOHANSSON, Johan",1870,Tväråselet
1931,"JOHANSSON, Johan Bernhard",1877,
1931,"JOHANSSON, Johan Helmer",1895,Norrfors
1931,"JOHANSSON, Johan Lennart",1884,Fårekulla
1931,"JOHANSSON, Johan Otto",1869,Väby
1931,"JOHANSSON, Johan Peter",1874,Hornsberg
1931,"JOHANSON, Karl August",1881,Vännäs
1931,"JOHANSON, Karl Edvard",1882,Stockholm
1931,"JOHANSON, Karl Emil",1876,Faleberg
1931,"JOHANSSON, Knut Emil",1889,
1931,"JOHANSSON, Nils",1864,Brånalt
1931,"JOHANSSON, Nils Ivar",1899,Mysinge
1931,"JOHANSSON, Olof",1867,Edsbyn
1931,"JOHANSSON, Sven Albert",1875,Krogstorp
1931,"DAHR, Carl Robert",1862,Jönköping
1931,"JOHNSSON, Gustaf Leonard",1887,Kalmar
1931,"JOHNSSON, Johan Georg",1877,Norrahammar
1931,"JONSSON, Carl Arvid",1886,Skedsbygd
1931,"JONSSON, Karl Ejnar",1872,Mörbylånga
1931,"JONSSON, Lars Johan",1892,Haverö
1931,"JONSSON, Per Conrad",1886,Eskilstuna
1931,"JULIN, Fredrik",1873,
1931,"JÄRTE, Otto Edvard",1881,Stockholm
1931,"JÖNSSON, Johan",1875,Revinge
1931,"JÖNSSON, John",1862,Boa
1931,"JÖNSSON, Jöns",1867,Slätåker
1931,"JÖNSSON, Swen",1877,Fridhill
1931,"KARLSSON, Arvid Sigfrid",1886,Granebo
1931,"KARLSSON, Karl August",1886,Stockholm
1931,"KARLSSON, Karl Gustaf",1889,
1931,"KARLSSON, Karl Verner",1880,Grängesberg
1931,"KARLSON, Oscar Gottfrid",1882,Vadstena
1931,"KILBOM, Karl",1885,Ängby
1931,"KLEFBECK, Ernst Alarik",1866,Stockholm
1931,"KOBB, Gustav",1863,Stockholm
1931,"KRISTENSSON, Emil",1879,Lidingö
1931,"KROPP, Martin",1878,
1931,"KVARNZELIUS, Svante Herman",1864,Falun
1931,"KYLING, Karl Folke",1901,Kyrestad
1931,"KÄLLMAN, Gustav Wilhelm",1877,Sundbyberg
1931,"LAGERFELT, Israel Christian",1874,
1931,"LANDGREN, Axel Herman",1898,Bjäresjö
1931,"LARSSON, Axel Samuel",1883,
1931,"LARSON, Carl",1871,
1931,"LARSSON, David",1875,
1931,"LARSSON, Erik Waldemar",1898,Mörlanda
1931,"LARSSON, Gustaf Sigfrid",1896,Julita
1931,"LARSSON, Johan",1877,
1931,"LARSSON, Johan August",1875,Brålanda
1931,"LARSSON, Nils August",1894,Östersund
1931,"LARSSON, Sven Bernhard",1881,Varberg
1931,"LARSSON, Viktor",1869,Stockholm
1931,"LARSON, Viktor Edward",1867,Lerdala
1931,"LAURIN, Harald",1875,Överby
1931,"LEANDER, Axel",1888,Ystad
1931,"LEANDER, Ulrik",1858,Karlskrona
1931,"JÖNSSON, Axel",1888,Ystad
1931,"LEFFLER, Justus Edvin",1875,Kinna
1931,"LEO, Henning Vilhelm",1885,Lidingö
1931,"LEVINSON, Karl Samuel",1885,
1931,"LIEDBERG, Carl Gustaf",1893,
1931,"LILLIECREUTZ, Samuel Henrik",1866,Jönköping
1931,"LIND, Einar Alexius",1898,
1931,"LINDAHL, Lars Hjalmar",1894,Laxå
1931,"LINDBERG, Carl August",1891,
1931,"LINDBERG, Elof Herman",1891,Umeå
1931,"LINDBLAD, Anders Christenson",1866,Göteborg
1931,"LINDBLOM, Erik August",1888,Falun
1931,"LINDBÄRG, Knut Ejnar",1890,Domnarvet
1931,"LINDER, Fredrik William",1876,Malmö
1931,"LINDEROT, Sven Harald",1889,
1931,"LINDERS, Sven",1873,Nevitshög
1931,"LINDGREN, Adolf",1864,Örebro
1931,"LINDGREN, Anders",1874,Dingelvik
1931,"LINDHAGEN, Carl Albert",1860,Ålsten
1931,"LINDHOLM, Per Sigurd",1904,Sandviken
1931,"LINDLEY, Carl",1865,Äppelviken
1931,"LINDLEY, Ernst Isidor",1878,Söderhamn
1931,"LINDMAN, Salomon Arvid",1862,Stockholm
1931,"LINDMARK, Carl Viktor",1880,Drängsmarkby
1931,"LINDMARK, Ewald Eug",1885,Drängsmarkby
1931,"LINDQVIST, August Herman",1863,Stockholm
1931,"LINDQVIST, Axel Albert",1878,
1931,"LINDSKOG, Claes",1870,Lund
1931,"LINDSTRÖM, Karl Alfred",1894,Stockholm
1931,"LITHANDER, Olof Axel",1870,Göteborg
1931,"LJUNG, Erik Walfrid",1878,Svalöv
1931,"LJUNGGREN, Elof",1869,Örebro
1931,"LJUNGGREN, Nils Teodor",1893,Malmö
1931,"LUNDBERG, Sven Emil",1889,Hälsingborg
1931,"LUNDBOM, Johan Frik",1876,
1931,"LUNDELL, Ernst August",1857,Torestorp
1931,"LUNDELL, Torsten Valdemar",1889,
1931,"LUNDGREN, Gustav Edvard",1882,Soldalen
1931,"LUNDKVIST, Bror Karl",1878,Eskilstuna
1931,"LUNDQVIST, Axel Gunnar",1897,Göteborg
1931,"LUNDQVIST, Carl Osear",1860,Baggarbo
1931,"LUNDSTEDT, Anders Vilhelm",1882,Uppsala
1931,"LUNDSTRÖM, Gustav Harald",1890,Boden
1931,"LÖFGREN, Jonas Eliel",1872,
1931,"LÖFVANDER, Axel",1880,
1931,"LÖVGREN, Oscar Wilhelm",1888,
1931,"MAGNUSSON, August Theodor",1890,Göteborg
1931,"MAGNUSSON, Ernst Otto",1864,Tumhult
1931,"MAGNUSSON, Harald Teodor",1899,
1931,"MAGNUSSON, Karl Ernst",1873,Kalmar
1931,"MAGNUSSON, Karl Evald",1898,Näsviken
1931,"MAGNUSSON, Karl Hilding",1877,Skövde
1931,"MALMBORG, Oscar Johan",1892,Skövde
1931,"MALMQVIST, Gustaf Theodor",1883,Tranås
1931,"MANNERSKANTZ, Axel Fredrik",1897,Värnanäs
1931,"MATTSSON, Vietor Julius",1887,Eneryda
1931,"MEIJER, Per Otto",1889,Göteborg
1931,"MEYERHÖFFER, Alf Roar",1891,Boden
1931,"MOGÅRD, Johan Adolf",1892,Stockholm
1931,"MOLANDER, Helmer",1892,
1931,"MOSESSON, Gustav Adolf",1877,Lidingö
1931,"MUHLENFELS, Fredrik Carl",1876,Ottenby
1931,"MYRDAL, Karl Gunnar",1898,Ålsten
1931,"MÅNSSON, Karl Fabian",1872,Furuvik
1931,"MÅNSSON, Nils",1869,
1931,"MÅRTENSSON, Johannes Wictor",1885,
1931,"MÄLER, Karl Markus",1893,Sollefteå
1931,"MÖLLER, Fritz Gustav",1884,Stockholm
1931,"NELSSON, Nels",1881,Ekengård
1931,"NIKLASSON, Otto Severin",1894,Råda
1931,"NILSSON, Alexander",1876,Fredriksfält
1931,"NILSSON, Alfred",1887,Steneberg
1931,"NILSSON, Andreas",1883,Norrlångträsk
1931,"NILSSON, Bror Adam",1888,Borås
1931,"NILSSON, Carl Olof",1896,Göteborg
1931,"NILSSON, Carl Petrus",1881,
1931,"NILSSON, Gustaf Valdemar",1900,Kristinehamn
1931,"NILSSON, Janne",1882,Hörby
1931,"NILSON, Johan",1884,Eskilstuna
1931,"NILSSON, Johan",1874,Malmö
1931,"NILSSON, Johan Adolf",1872,Mölndal
1931,"NILSSON, Karl Johan",1889,Landskrona
1931,"NILSSON, Nils",1873,
1931,"NILSSON, Nils August",1867,Kabbarp
1931,"NILSSON, Nils Erik",1866,Antnäs
1931,"NILSSON, Olof",1874,Örebro
1931,"NILSSON, Per",1865,Bonarp
1931,"NILSSON, Per Bernhard",1874,Landeryd
1931,"NISSEN, Knut Harald",1893,
1931,"NISSER, William Patrik",1882,Grycksbo
1931,"NOLIN, Carl Osear",1883,Tingsryd
1931,"NORDBORG, Oskar Anshelm",1875,Göteborg
1931,"NORDENSON, Harald",1886,Stockholm
1931,"NORDGREN, Olivia Louise",1880,
1931,"NORDKVIST, Erik Bernhard",1889,Skara
1931,"NORDSTRÖM, Herman Engelbert",1882,Torsby
1931,"NORDSTRÖM, Karl Axel",1901,Kramfors
1931,"NORDSTRÖM, Oskar Malkolm",1893,Karlstad
1931,"NORELL, Adolf",1880,Örslösa
1931,"NORLING, Herman",1889,
1931,"NORLING, Nils Sigfrid",1880,Gävle
1931,"NORMAN, David",1887,Fagersta
1931,"NORRMAN, Sune",1883,
1931,"NORSELL, Anders",1931,Karlstad
1931,"NORUP, Bengt Samuel",1896,
1931,"NOTHIN, Torsten Karl",1884,Stockholm
1931,"NYGREN, Erik Vilhelm",1897,Ålsten
1931,"NYLANDER, Karl Axel",1888,Borås
1931,"NYLANDER, Oscar Erik",1885,Stockholm
1931,"NÄRLINGE, Carl Gustaf",1885,
1931,"NÄSLUND, Per",1886,Åsele
1931,"OHLIN, Bertil Gotthard",1899,Stockholm
1931,"NÄSSTRÖM, Emil Erhard",1900,Bjästa
1931,"OLOFSSON, Johan",1860,Digernäs
1931,"OLOVSON, Oskar Emil",1883,Västerås
1931,"OHLSSON, Sigvard Walter",1908,Kastlösa
1931,"OLSSON, Anders",1885,Mora
1931,"OLSON, Anders Gustav",1879,Torsby
1931,"OLSSON, Carl Gustaf",1885,
1931,"OLSSON, Carl Petrus",1881,Mellerud
1931,"OLSSON, Cornelius",1857,Berg
1931,"OLSSON, Ernst Arvid",1888,Stockholm
1931,"OLSSON, Ernst Valdemar",1898,Staxäng
1931,"OLSON, Frans Erik",1886,Göteborg
1931,"OLSSON, Gillis Olof",1889,Kullenbergstorp
1931,"OLSSON, Gustaf",1867,
1931,"OLSSON, Gustav Adolv",1886,
1931,"OLSSON, Johan Rikard",1878,Österbo
1931,"OLSSON, Karl Johan",1893,
1931,"OLSSON, Martin",1873,
1931,"OLSSON, Nils",1873,Rödningsberg
1931,"OLSSON, Olof",1872,
1931,"OLSSON, Oscar Nathanael",1856,Broberg
1931,"OLSSON, Peter Magnus",1857,Blädinge
1931,"OLSSON, Sven August",1870,
1931,"ONSJÖ, Johannes",1895,
1931,"OSBERG, Oscar",1872,Åseby
1931,"OSSBAHR, Carl Patric",1893,Stockholm
1931,"OTTELIN, Odal",1868,
1931,"PAULI, Ivan Hjalmar",1885,Stockholm
1931,"PAULSEN, Anders Olof",1876,Arlöv
1931,"PEHRSSON, Axel Alarik",1883,
1931,"BRAMSTORP, Axel Alarik",1883,
1931,"PEHRSSON, Osear Magnus",1887,Hörby
1931,"PEHRSSON, Per",1867,Göteborg
1931,"PERSSON, Gunnar",1885,Falla
1931,"PERSSON, Ivar",1901,
1931,"PERSSON, Johan Albert",1887,Tidaholm
1931,"PERSSON, Nils",1873,Grytterud
1931,"PERSSON, Per",1869,Trången
1931,"PERSSON, Ragnar Valdemar",1898,Vinberg
1931,"PERSSON, Per Leander",1889,Undersvik
1931,"PERSSON, Swen",1875,Fritorp
1931,"PETERSSON, Alfred",1870,Gärestad
1931,"PETERSSON, Anders Birger",1885,Lerbäcksbyn
1931,"PETERSSON, Emil",1880,Karlskrona
1931,"PETERSSON, Johan Edvard",1875,Storegården
1931,"PETERSSON, Knut Zakarias",1892,Göteborg
1931,"PETERSSON, Martin Lucas",1870,Broaryd
1931,"PETERSSON, Torsten Paul",1889,Uppsala
1931,"PETTERSSON, Anders Petter",1888,Dahl
1931,"PETTERSSON, Anton",1879,Västerås
1931,"PETTERSSON, David Hjalmar",1866,Bjälbo
1931,"PETTERSSON, Gustaf Kristotter",1885,Hällbacken
1931,"PETTERSSON, Ivar Jonas",1876,Rosta
1931,"PETTERSSON, Johannes",1882,
1931,"PETTERSSON, John Vilhelm",1893,Norregård
